89531.95	-0.311875
89531.9501	-0.3190625
89531.9502	-0.3159375
89531.9503	-0.3196875
89531.9504	-0.3140625
89531.9505	-0.298125
89531.9506	-0.3009375
89531.9507	-0.325
89531.9508	-0.314375
89531.9509	-0.290625
89531.951	-0.28375
89531.9511	-0.27125
89531.9512	-0.248125
89531.9513	-0.2321875
89531.9514	-0.2153125
89531.9515	-0.233125
89531.9516	-0.2303125
89531.9517	-0.2721875
89531.9518	-0.2875
89531.9519	-0.2596875
89531.952	-0.2653125
89531.9521	-0.2475
89531.9522	-0.253125
89531.9523	-0.2646875
89531.9524	-0.2746875
89531.9525	-0.2596875
89531.9526	-0.275625
89531.9527	-0.2690625
89531.9528	-0.2421875
89531.9529	-0.245
89531.953	-0.2453125
89531.9531	-0.2675
89531.9532	-0.2625
89531.9533	-0.2478125
89531.9534	-0.260625
89531.9535	-0.2575
89531.9536	-0.25125
89531.9537	-0.229375
89531.9538	-0.2159375
89531.9539	-0.205
89531.954	-0.19625
89531.9541	-0.2075
89531.9542	-0.2090625
89531.9543	-0.1684375
89531.9544	-0.1303125
89531.9545	-0.1053125
89531.9546	-0.1240625
89531.9547	-0.0996875
89531.9548	-0.094375
89531.9549	-0.0815625
89531.955	-0.080625
89531.9551	-0.10625
89531.9552	-0.12375
89531.9553	-0.1203125
89531.9554	-0.129375
89531.9555	-0.1159375
89531.9556	-0.075
89531.9557	-0.0434375
89531.9558	-0.048125
89531.9559	-0.04625
89531.956	-0.0540625
89531.9561	-0.036875
89531.9562	-0.030625
89531.9563	0.00875
89531.9564	-0.0225
89531.9565	-0.019375
89531.9566	-0.0453125
89531.9567	-0.0184375
89531.9568	-0.0278125
89531.9569	-0.013125
89531.957	-0.03375
89531.9571	-0.0334375
89531.9572	-0.010625
89531.9573	-0.0315625
89531.9574	-0.0446875
89531.9575	-0.054375
89531.9576	-0.04375
89531.9577	-0.065
89531.9578	-0.044375
89531.9579	-0.0315625
89531.958	-0.0175
89531.9581	-0.025
89531.9582	-0.0115625
89531.9583	0.00875
89531.9584	0.031875
89531.9585	0.06125
89531.9586	0.069375
89531.9587	0.085
89531.9588	0.08375
89531.9589	0.0815625
89531.959	0.1003125
89531.9591	0.1003125
89531.9592	0.119375
89531.9593	0.12125
89531.9594	0.0990625
89531.9595	0.0775
89531.9596	0.0515625
89531.9597	0.0465625
89531.9598	0.0490625
89531.9599	0.056875
89531.96	0.0703125
89531.9601	0.08625
89531.9602	0.1140625
89531.9603	0.12625
89531.9604	0.12375
89531.9605	0.125625
